"nanyangSiteId","siteNameZh","siteNameEn","x","y"
"cca-kd-0318","萧氏总会","SIOW'S CLAN GUILD ASSOCIATION",103.855637,1.300367
"cca-kd-0319","萧氏总会","SIOW'S CLAN GUILD ASSOCIATION",103.847319,1.281723
"cca-kd-0320","萧氏总会","SIOW'S CLAN GUILD ASSOCIATION",103.882907,1.314108
"cca-kd-0321","萧氏总会","SIOW'S CLAN GUILD ASSOCIATION",103.882907,1.314108
"cca-kd-0322","萧氏总会","SIOW'S CLAN GUILD ASSOCIATION",103.856792,1.310048
"cca-kd-0323","董氏公会","TANG CLAN ASSOCIATION",103.845898,1.276012
"cca-kd-0324","董氏公会","TANG CLAN ASSOCIATION",103.845043,1.281415
"cca-kd-0325","董氏公会","TANG CLAN ASSOCIATION",103.852642,1.304995
"cca-kd-0326","蓝氏总会","SINGAPORE LAM CLAN ASSOCIATION",103.851208,1.303625
"cca-kd-0327","蓝氏总会","SINGAPORE LAM CLAN ASSOCIATION",103.852022,1.298783
"cca-kd-0328","蓝氏总会","SINGAPORE LAM CLAN ASSOCIATION",103.878143,1.312875
"cca-kd-0329","西林孙氏同乡会","SAI LIN SNG CLAN ASSOCIATION",103.877278,1.311191
"cca-kd-0330","西林孙氏同乡会","SAI LIN SNG CLAN ASSOCIATION",103.885011,1.314404
"cca-kd-0331","西樵同乡会","SAI CHIEW VILLAGERS ASSOCIATION",103.845298,1.281419
"cca-kd-0332","西河上官路同乡会","SAI HO CHEO JWAI LOOH VILLAGE ASSOCIATION",103.844212,1.278164
"cca-kd-0332","西河上官路同乡会","SAI HO CHEO JWAI LOOH VILLAGE ASSOCIATION",103.888547,1.314152
"cca-kd-0334","西河别墅（林氏会馆）","SAI HO PIAT SU",103.878548,1.354977
"cca-kd-0335","邝氏公会（宣城堂）","KWONG CLAN ASSOCIATION",103.854072,1.304325
"cca-kd-0336","邝氏公会（宣城堂）","KWONG CLAN ASSOCIATION",103.858455,1.315293
"cca-kd-0337","重兴同乡会","THE SONG HENG ASSOCIATION SINGAPORE",103.855295,1.296627
"cca-kd-0338","重庆会馆","SIU HENG WUI KUN",103.876266,1.309798
"cca-kd-0339","金浯山同乡会","KIM GOH SAN CO-VILLAGERS ASSOCIATION",103.849196,1.28055
"cca-kd-0340","金长发联谊社","KIM TIONG HUAT",103.831523,1.283467
"cca-kd-0341","雷方邝溯源堂","LOOI FONG KWONG SOO GUAN TONG",103.875373,1.312844
"cca-kd-0342","顺德会馆","SHUN TAK COMMUNITY GUILD",103.842585,1.278541
"cca-kd-0343","顺德会馆","SHUN TAK COMMUNITY GUILD",103.879865,1.310395
"cca-kd-0344",,"SINGAPORE KOH YIU YEE ON THONG",103.841802,1.278243
"cca-kd-0345","黄氏炽昌联谊社","HUANG CLAN CHICHANG ASSOCIATION",103.851465,1.308864
"cca-kd-0346","黄氏炽昌联谊社","HUANG CLAN CHICHANG ASSOCIATION",103.888314,1.315336
"cca-kd-0347","黄氏炽昌联谊社","HUANG CLAN CHICHANG ASSOCIATION",103.883196,1.312405
"cca-kd-0348","龙溪会馆","LEONG KHAY HUAY KUAN",103.84615,1.281835
"cca-kd-0349","龙溪会馆","LEONG KHAY HUAY KUAN",103.841918,1.276525
"cca-kd-0350","龙溪会馆","LEONG KHAY HUAY KUAN",103.841918,1.276525
"cca-kd-0351","龙溪会馆","LEONG KHAY HUAY KUAN",103.847032,1.281278
"cca-kd-0352","龙溪会馆","LEONG KHAY HUAY KUAN",103.840345,1.27879
"cca-kd-0353","江夏公所","KANG HA CLAN ASSOCIATION",103.883399,1.313203
"cca-kd-0354","南洋礼阳郑氏同乡会","NANYANG LOY YANG TAY CLAN ASSOCIATION",103.847551,1.287238
"cca-kd-0355","南洋礼阳郑氏同乡会","NANYANG LOY YANG TAY CLAN ASSOCIATION",103.849012,1.287463
"cca-kd-0356","南洋礼阳郑氏同乡会","NANYANG LOY YANG TAY CLAN ASSOCIATION",103.842303,1.286235
"cca-kd-0357","新加坡河婆集团","HOPO CORPORATION SINGAPORE",103.762858,1.375336
"cca-kd-0358","新加坡华源会","HUA YUAN GENERAL ASSOCIATION (OF NEW IMMIGRANTS FROM CHINA)",103.840813,1.287034
